CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,DissatisfactionIndex,DeviceToTenureRatio,InactivityRatio,RecencyWeight,SpendVelocity
50056,0,4.0,1,18.0,3.0,3,2,9,1,23.0,1.0,1.0,2.0,139,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.5,0.6,0.4,0.3333333333333333,7.666666666666667
50057,0,9.0,1,33.0,3.0,3,4,3,0,15.0,1.0,1.0,2.0,123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.3,0.2,0.3333333333333333,5.0
50058,1,4.0,3,26.0,3.0,3,4,2,1,22.0,0.0,1.0,2.0,131,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5,0.6,0.4,0.3333333333333333,7.333333333333333
50059,0,23.0,1,6.0,2.0,4,3,3,0,15.0,0.0,1.0,2.0,137,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.16666666666666666,0.08333333333333333,0.3333333333333333,5.0
50060,0,26.0,1,19.0,2.0,2,5,2,0,11.0,1.0,1.0,3.0,145,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.07407407407407407,0.1111111111111111,0.25,2.75
50061,0,6.0,1,20.0,3.0,3,4,2,0,13.0,0.0,1.0,6.0,128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.8571428571428572
50062,0,13.0,1,10.0,2.0,3,3,2,0,14.0,1.0,9.0,9.0,290,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.21428571428571427,0.6428571428571429,0.9,1.4
50063,0,28.0,1,20.0,3.0,2,4,9,0,11.0,1.0,2.0,15.0,287,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,0.06896551724137931,0.5172413793103449,0.125,0.6875
50064,0,7.0,1,8.0,2.0,4,3,2,0,17.0,0.0,1.0,9.0,195,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.5,1.125,0.1,1.7
50065,0,24.0,1,9.0,3.0,3,4,4,0,18.0,0.0,2.0,0.0,237,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.12,0.0,2.0,18.0
50066,0,25.0,1,6.0,3.0,4,3,1,0,15.0,1.0,11.0,9.0,300,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.15384615384615385,0.34615384615384615,1.1,1.5
50067,0,9.0,1,15.0,2.0,3,4,2,0,16.0,1.0,1.0,3.0,123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.3,0.3,0.25,4.0
50068,1,0.0,1,29.0,2.0,4,3,4,1,13.0,1.0,1.0,1.0,159,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1.0,4.0,1.0,0.5,6.5
50069,0,9.0,1,13.0,2.0,2,2,5,0,14.0,0.0,2.0,2.0,121,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.2,0.2,0.6666666666666666,4.666666666666667
50070,0,18.0,1,8.0,3.0,4,2,10,0,23.0,1.0,11.0,8.0,268,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.21052631578947367,0.42105263157894735,1.2222222222222223,2.5555555555555554
50071,0,10.0,1,27.0,3.0,2,5,2,1,12.0,0.0,1.0,7.0,136,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.18181818181818182,0.6363636363636364,0.125,1.5
50072,0,8.0,1,8.0,2.0,3,4,6,0,11.0,1.0,1.0,2.0,144,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,3.6666666666666665
50073,0,15.0,1,27.0,2.0,3,3,3,0,16.0,0.0,1.0,2.0,153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.1875,0.125,0.3333333333333333,5.333333333333333
50074,0,11.0,1,8.0,2.0,3,3,10,0,14.0,0.0,1.0,0.0,166,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.25,0.0,1.0,14.0
50075,0,11.0,1,35.0,2.0,3,2,4,0,18.0,0.0,1.0,7.0,163,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.25,0.5833333333333334,0.125,2.25
50076,0,0.0,1,6.0,2.0,4,5,6,0,19.0,0.0,2.0,0.0,143,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,4.0,0.0,2.0,19.0
50077,0,22.0,1,24.0,3.0,3,2,2,1,15.0,0.0,1.0,7.0,168,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.5,0.13043478260869565,0.30434782608695654,0.125,1.875
50078,0,7.0,1,16.0,2.0,3,3,2,1,17.0,2.0,2.0,0.0,138,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.6666666666666666,0.375,0.0,2.0,17.0
50079,0,13.0,1,25.0,3.0,3,2,9,1,15.0,1.0,3.0,7.0,127,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.75,0.21428571428571427,0.5,0.375,1.875
50080,1,1.0,1,35.0,3.0,3,5,8,1,19.0,0.0,1.0,0.0,167,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,1.5,0.0,1.0,19.0
50081,1,0.0,3,33.0,2.0,3,2,2,0,22.0,1.0,1.0,9.0,176,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.0,9.0,0.1,2.2
50082,0,0.0,1,14.0,2.0,2,4,2,1,16.0,0.0,2.0,2.0,123,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.3333333333333333,2.0,2.0,0.6666666666666666,5.333333333333333
50083,0,9.0,1,24.0,3.0,3,2,2,0,13.0,1.0,1.0,7.0,122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.3,0.7,0.125,1.625
50084,0,13.0,1,15.0,3.0,4,2,10,0,14.0,1.0,1.0,2.0,149,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.2857142857142857,0.14285714285714285,0.3333333333333333,4.666666666666667
50085,0,19.0,1,6.0,3.0,3,5,8,0,16.0,0.0,1.0,3.0,194,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.15,0.15,0.25,4.0
50086,1,0.0,3,10.0,2.0,5,2,2,0,11.0,7.0,9.0,8.0,204,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,5.0,8.0,1.0,1.2222222222222223
50087,0,3.0,1,6.0,2.0,4,3,2,0,22.0,2.0,5.0,8.0,185,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1.0,2.0,0.5555555555555556,2.4444444444444446
50088,0,0.0,3,26.0,2.0,3,3,2,0,14.0,1.0,1.0,7.0,200,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,3.0,7.0,0.125,1.75
50089,0,24.0,1,14.0,2.0,4,4,6,0,16.0,1.0,4.0,3.0,225,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.16,0.12,1.0,4.0
50090,1,0.0,1,14.0,2.0,3,5,6,1,11.0,1.0,1.0,4.0,127,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,3.0,4.0,0.2,2.2
50091,0,14.0,3,12.0,3.0,3,2,4,1,18.0,0.0,2.0,0.0,236,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.2,0.0,2.0,18.0
50092,1,0.0,3,32.0,2.0,4,5,6,0,15.0,0.0,1.0,1.0,167,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,4.0,1.0,0.5,7.5
50093,1,9.0,1,6.0,2.0,3,3,1,0,14.0,0.0,1.0,5.0,121,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.3,0.5,0.16666666666666666,2.3333333333333335
50094,0,18.0,3,12.0,2.0,4,2,7,0,12.0,12.0,12.0,8.0,189,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.21052631578947367,0.42105263157894735,1.3333333333333333,1.3333333333333333
50095,0,27.0,3,9.0,2.0,3,5,3,0,14.0,1.0,1.0,5.0,159,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.10714285714285714,0.17857142857142858,0.16666666666666666,2.3333333333333335
50096,0,9.0,1,11.0,3.0,3,4,9,0,16.0,0.0,3.0,7.0,159,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.3,0.7,0.375,2.0
50097,0,6.0,1,14.0,2.0,4,4,7,0,21.0,0.0,1.0,1.0,126,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5714285714285714,0.14285714285714285,0.5,10.5
50098,0,10.0,1,17.0,2.0,3,2,2,1,14.0,0.0,1.0,3.0,222,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1.5,0.2727272727272727,0.2727272727272727,0.25,3.5
50099,0,11.0,3,9.0,3.0,3,3,1,0,12.0,1.0,5.0,13.0,206,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.25,1.0833333333333333,0.35714285714285715,0.8571428571428571
50100,0,4.0,1,6.0,2.0,5,3,1,0,12.0,1.0,1.0,4.0,143,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0,0.8,0.2,2.4
50101,0,9.0,1,9.0,3.0,4,2,4,0,17.0,0.0,1.0,0.0,122,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.4,0.0,1.0,17.0
50102,0,10.0,3,10.0,2.0,3,2,5,0,17.0,1.0,5.0,8.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,0.2727272727272727,0.7272727272727273,0.5555555555555556,1.8888888888888888
50103,0,2.0,3,6.0,2.0,3,2,2,0,14.0,4.0,4.0,1.0,179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.3333333333333333,2.0,7.0
50104,0,8.0,3,6.0,3.0,3,3,2,0,14.0,1.0,1.0,8.0,188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111,1.5555555555555556
50105,1,0.0,1,14.0,2.0,4,2,2,1,13.0,0.0,1.0,1.0,124,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.5,4.0,1.0,0.5,6.5
50106,0,25.0,1,8.0,2.0,4,2,8,0,15.0,0.0,2.0,2.0,132,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,0.15384615384615385,0.07692307692307693,0.6666666666666666,5.0
50107,0,15.0,1,10.0,2.0,3,2,2,0,15.0,0.0,11.0,15.0,292,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.1875,0.9375,0.6875,0.9375
50108,0,9.0,2,12.0,2.0,3,3,9,0,17.0,2.0,2.0,2.0,123,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.3,0.2,0.6666666666666666,5.666666666666667
50109,0,23.0,3,6.0,3.0,3,2,4,0,15.0,1.0,1.0,6.0,295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.125,0.25,0.14285714285714285,2.142857142857143
50110,1,0.0,1,14.0,2.0,3,2,6,1,13.0,0.0,1.0,4.0,124,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.5,3.0,4.0,0.2,2.6
50111,0,16.0,3,22.0,3.0,3,2,6,1,22.0,0.0,2.0,9.0,261,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.17647058823529413,0.5294117647058824,0.2,2.2
50112,1,0.0,1,8.0,3.0,3,5,8,0,20.0,1.0,1.0,7.0,127,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,3.0,7.0,0.125,2.5
50113,0,25.0,3,8.0,3.0,4,3,2,1,18.0,1.0,15.0,12.0,291,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.125,0.15384615384615385,0.46153846153846156,1.1538461538461537,1.3846153846153846
50114,0,5.0,3,10.0,2.0,3,4,3,0,11.0,1.0,1.0,2.0,139,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.5,0.3333333333333333,0.3333333333333333,3.6666666666666665
50115,1,0.0,1,6.0,3.0,4,3,1,1,14.0,1.0,1.0,2.0,137,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1.0,4.0,2.0,0.3333333333333333,4.666666666666667
50116,0,9.0,1,6.0,3.0,3,3,8,0,14.0,0.0,1.0,2.0,122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.3,0.2,0.3333333333333333,4.666666666666667
50117,0,5.0,3,32.0,3.0,3,2,1,0,18.0,1.0,2.0,2.0,145,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,0.5,0.3333333333333333,0.6666666666666666,6.0
50118,0,14.0,1,25.0,3.0,3,5,3,0,16.0,1.0,1.0,0.0,131,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,0.2,0.0,1.0,16.0
50119,0,13.0,1,30.0,3.0,3,2,2,0,17.0,2.0,4.0,7.0,133,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.21428571428571427,0.5,0.5,2.125
50120,0,18.0,1,6.0,3.0,2,2,1,0,15.0,1.0,1.0,7.0,292,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.10526315789473684,0.3684210526315789,0.125,1.875
50121,0,4.0,1,9.0,3.0,3,3,10,0,12.0,1.0,2.0,2.0,237,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.6,0.4,0.6666666666666666,4.0
50122,0,6.0,1,11.0,3.0,4,2,2,0,13.0,0.0,1.0,2.0,129,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.3333333333333333,4.333333333333333
50123,0,7.0,1,8.0,2.0,4,5,7,0,13.0,0.0,5.0,9.0,160,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.5,1.125,0.5,1.3
50124,0,10.0,1,6.0,2.0,4,5,3,0,14.0,1.0,1.0,2.0,139,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.36363636363636365,0.18181818181818182,0.3333333333333333,4.666666666666667
50125,0,18.0,1,13.0,3.0,2,3,5,0,17.0,0.0,1.0,2.0,164,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.10526315789473684,0.10526315789473684,0.3333333333333333,5.666666666666667
50126,1,0.0,1,16.0,3.0,3,3,7,0,11.0,1.0,1.0,0.0,200,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,3.0,0.0,1.0,11.0
